CardName,CardEffect,CardType,CardRace,Mana,Civilization,Power,Set,SetNum,ImageURL
Teeshot Beetle,"■ Powered Breaker
■ This creature gets +2000 power for each card in each player's hand.
■ This creature can't be blocked by creatures that have less power than this creature.",Creature,Giant Insect,5,Nature,2000+,DM23-RP2X,46,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-46
Oshikatsu Giant,"■ Whenever you put the second card into your mana zone each turn, Giant Mechraid 5. Mechraid",Creature,Giant,4,Nature,5000,DM23-RP2X,47,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-47
PK Faerie,"■ When your opponent puts their second or subsequent creature this turn, you may put this creature into your mana zone. If you do, put your opponent's creature into it's owner's mana zone.",Creature,Giant Snow Faerie,2,Nature,2000,DM23-RP2X,49,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-49
"Toge, Scatter Stone Holy Chaos","■ Blocker
■ This creature can't attack players.",Creature,Mecha Del Stella/Shinobi,1,Light,3000,DM23-RP2X,54,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-54
"Author-Unknown-Machine/""Magical"", Water Summon Spell","■ Blocker
■ Powered Blocker
■ Double Breaker
=========================
■ Look at the top 2 cards of your deck. You may reveal a Magic or spell from among them and add it to your hand. Put the rest on the bottom of the deck in any order.",Twinpact,Magic Command/Magic Song,5,Water/Water,6000+,DM23-RP2X,56,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-56
TUBA Crawler,"■ When you put this creature, choose up to 3 of your opponents creatures. Those creatures can't attack or block until the start of your next turn.",Creature,Magic Earth Eater,4,Water,4000,DM23-RP2X,58,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-58
"♪ Why are you leaving, where are you going now","■ Choose a player. That player shuffles all cards in their graveyard and puts them on the bottom of their deck.
■ Draw 2 cards.",Spell,Magic Song,3,Water,,DM23-RP2X,60,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-60
"Sadrain %3D Train/""Abyssal"", Jashin Spell","■ Abyss Rush
■ Double Breaker
=========================
■ Put the top card of your deck into your graveyard, then return an Abyss from your graveyard to your hand.",Twinpact,Abyss Royale/Invitation to the Abyss,5,Darkness/Darkness,6000,DM23-RP2X,61,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-61
Do:Niwa,"■ When you put this creature or whenever it attacks, you may put an Abyss creature that costs 3 or less from your graveyard.",Creature,Noir Abyss,5,Darkness,5000,DM23-RP2X,62,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-62
"Dopoison, Spray Monster","■ When you put this creature, each player chooses one of their creatures and destroys it.",Creature,Devil Mask,3,Darkness,5000,DM23-RP2X,63,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-63
Gu:Lubokassa,■ End Step,Creature,Noir Abyss,3,Darkness,4000,DM23-RP2X,64,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-64
"Genji Amatsu Powercchi/""Armorado"", Summon Fire Spell","■ Power Attacker
■ Double Breaker
=========================
■ If you have a Fire Bird, look at the top 4 cards of your deck. Otherwise, look at the top card of your deck. You may reveal an Armored card from among them to your opponent and add it to your hand. Put the rest on the bottom of your deck in any order.",Twinpact,Armored Fire Bird/,5,Fire/Fire,4000+,DM23-RP2X,66,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-66
Parlen Flare Iyeppi,"■ Speed Attacker
■ End Step",Creature,Armored Fire Bird,4,Fire,3000,DM23-RP2X,67,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-67
Achikochi Naru Pippi,"■ When you put this creature, choose one of the following.
:► Choose one of your opponent's creatures that has ""blocker"" and destroy it.
:► Draw a card.",Creature,Armored Fire Bird,3,Fire,3000,DM23-RP2X,68,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-68
"Marauder ""Gai"" Drive",■ Speed Attacker,Creature,Armored Dragonoid,2,Fire,1000,DM23-RP2X,69,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-69
"Kankuro Faerie/""Jaibaban"", Summon Nature Spell","■ Guardman
■ Double Breaker
=========================
■ Put the top card of your deck into your mana zone. Then you may return a Giant from your mana zone to your hand.",Twinpact,Giant Snow Faerie/Giant Skill,5,Nature/Nature,8000,DM23-RP2X,71,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-71
Parputt Scarab,■ Mach Fighter,Creature,Giant Insect,3,Nature,5000,DM23-RP2X,72,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-72
Halftime Faerie,"■ Whenever this creature attacks a player, put this creature into your mana zone.",Creature,Giant Snow Faerie,2,Nature,6000,DM23-RP2X,73,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM23-RP2X-73
Bolshack Dogiragon,"■ Revolution 0 Trigger—Whenever a creature attacks you, if you have no shields, you may reveal this creature from your hand. If you do, reveal the top card of your deck. If it's a non-evolution fire creature, put it into the battle zone, and put this creature on top of it.
■ Evolution—Put on one of your fire creatures.
■ Triple Breaker
■ When you put this creature or whenever it attacks, you may choose one of your opponent's creatures in the battle zone. This creature and that creature battle.",Evolution Creature,Mega Command Dragon/Revolutionary,7,Fire,12000,DMART-02,3,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMART-02-3
Bolshack NEX/Super Spark,"■ Double Breaker
■ When you put this creature, search your deck. You may put a card that has Lupia in its name. Then shuffle your deck.
■ This creature has ""power attacker +1000"" for each Fire Bird in your graveyard.
=========================
■ Shield Trigger
■ Tap all your opponent's creatures.",Twinpact,Armored Dragon,6,Fire/Light,6000+,DMART-02,4,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMART-02-4
"Bolshack Balga, Dragon Knight Wind Dragon","■ Gravity Zero
■ Speed Attacker
■ Triple Breaker
■ When you put this creature, destroy all your opponent's creatures that have ""blocker"".
■ Whenever this creature attacks, draw a card. Then you may put a Dragon from your hand.",Creature,Volcano Dragon/Armored Dragon,19,Fire,17000,DMART-02,1,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMART-02-1
Bolshack Duel Dragon,"■ Speed Attacker
■ Powered Breaker
■ When you put this creature, choose one of your opponent's creatures and put it into its owner's mana zone. Then you may put a Dragon that has Bolshack in its name from your mana zone that costs the same as or less than the number of cards in your mana zone.
■ This creature gets +1000 power for each fire card in your graveyard.",Creature,Armored Dragon,9,Fire/Nature,9000+,DMART-02,2,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMART-02-2
Bolshack Glory Lupia,"■ When you put this creature, put the top card of your deck into your mana zone tapped. If it's a dragon, put another card from the top of your deck into your mana zone tapped.",Creature,Armored Dragon/Fire Bird,3,Fire/Nature,4000,DMART-02,5,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMART-02-5
"Magnum, Shortshot","■ During your turn, whenever your opponent would put a creature, put that creature into its owner's graveyard instead.",Creature,Outrage,3,Fire,3000,DM22-BD2,2,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-2
"Shuff, Eureka","■ When you put this creature or whenever it attacks, choose a number. Until the start of your next turn, your opponent can't cast spells that cost the same as that number and your opponent's creatures that cost the same can't attack or block.",Creature,Magic Command/Great Mecha King/Invader,4,Water,4000,DM22-BD2,13,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-13
"Orlilia, Flash of Justice","■ You may untap this creature to change your opponent's creatures attack to this creature or one of your tapped creatures. 
■ Labyrinth: If you have more shields than your opponent, they can't cast spells that cost 5 or less.",Creature,Metallica,4,Light,4500,DM22-BD2,10,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-10
"Mixel, Strange Stone/Jamming Chaff","■ Whenever your opponent puts a creature that costs more than the number of cards in your opponent's mana zone, your opponent puts it on the bottom of their deck.
=========================
■ Until the start of your next turn, your opponent can't cast spells.
■ Draw a card.",Twinpact,Metallica,2,Light/Light,2000,DM22-BD2,15,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-15
"Deal, Mechanic/「Today's Lucky Number!」","■ Double Breaker
■ When you put this creature, choose a number. Return all your opponent's creatures that cost the same as that number to their owner's hand.
=========================
■ Choose a number. Until the start of your next turn, your opponent can't summon creatures that have the same cost or cast spells that have the same cost.",Twinpact,Magic Command,6,Water/Water,6000,DM22-BD2,11,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-11
"Liliang, Mysterious Light","■ Kizuna
■ Escape",Creature,Metallica/Specials,2,Light,2000,DM22-BD2,6,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-6
Perfect Fire,"■ Choose 2 of the following. ''(You may choose the same one twice.)''
:► Put a creature that costs 3 or less from your hand.
:► One of your creatures gets ""speed attacker"" until the End Step",Spell,,3,Fire,,DM22-BD2,14,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-14
Pretty Children,"■ Each of your creatures that cost 4 or more get ""speed attacker"".
■ Your opponent's evolution creatures and your opponent's creatures that have ""speed attacker"" or ""mach fighter"" are put tapped.",Creature,Human/Children,3,Light/Water/Fire,3500,DM22-BD2,4,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-4
Evo Lupia,"■ When you put this creature, draw a card. Then you may put a creature from your hand that costs 5 or less that can evolve from this creature on top of it.",Creature,Fire Bird,4,Light/Water/Fire,4000,DM22-BD2,3,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-3
Still Justice Till The End (Kira Star),"■ Star Evolution
■ Double Breaker
■ When you put this creature or whenever it attacks, draw a card. Then you may put a creature from your hand that costs 4 or less.
■ Each of your creatures that cost 4 or less gets ""blocker"" and untaps at the End Step",Star Evolution Creature,Metallica/Human/RexStars,5,Light,8500,DM22-BD2,5,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-5
Gagaga Gaial Brand,"■ You may reduce this creature's Summon Cost
■ Star Evolution
■ Double Breaker
■ When this card leaves, untap all your creatures and they get ""speed attacker"" until the End Step",Star Evolution Creature,Beat Jockey/Red Command Dragon/RexStars,8,Fire,9000,DM22-BD2,1,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-1
"Testa Rossa, Survival Star","■ While battling, this creature gets +2000 power.
■ During your opponent's turn, whenever your opponent would put a creature in any way except by summoning, your opponent puts that creature into their graveyard instead.",Creature,Outrage,2,Fire,2000+,DM22-BD2,17,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-17
The Triple Three,"■ Choose one of the following.
:► Tap 3 of your opponent's creatures.
:► Draw 3 cards.
:► This turn, your next creature costs up to 3 less to summon. It can't cost 0 or less. When you put that creature, that creature gets ""speed attacker"" until the End Step",Spell,,3,Light/Water/Fire,,DM22-BD2,16,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-16
Canbello (Rezo Star),"■ Star Evolution
■ Invasion
■ Double Breaker
■ When you put this creature, during your opponent's next turn, your opponent can only put one creature.
■ When this card leaves, untap the creature under it.",Star Evolution Creature,Jokers/Sonic Command/RexStars,5,Fire,7000,DM22-BD2,8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-8
"Izanagiterasu, Great King of Blue Wolves","■ Blocker
■ When you put this creature, look at the top 5 cards of your deck. Put one of them into your hand, and put the rest on the bottom of your deck in any order. Then you may cast a spell that costs 3 or less from your hand for no cost.",Creature,Knight/Origin/Poseidia Dragon,4,Water,3000,DM22-BD2,12,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-12
Pandora Royals,"■ Pandora Shift: You may pay Costicon
■ You may summon this creature from your hyperspatial zone.
■ Speed Attacker
■ Double Breaker
■ When you put this creature or it's put into your hyperspatial zone, draw 2 cards. Then discard a card from your hand.",Creature,Alien/Hunter/King Command,4,Water/Fire,6000,DM22-BD2,9,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-9
Brand-MAX,"■ Star Max Evolution
■ Whenever this creature attacks, untap one of your other creatures. That creature breaks an additional shield until the End Step
■ Whenever your opponent would choose this creature, put one of your opponent's shields into its owner's graveyard.",Star Max Evolution Creature,Beat Jockey/RexStars,4,Fire,5000,DM22-BD2,7,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM22-BD2-7
Scale of Gold and Binding,"■ Shield Trigger
■ Choose one of the following. 
:► Draw 2 cards.
:► Choose up to 2 of your opponent's creatures. Until the start of your next turn, those creatures can't attack or block.",Spell,,5,Water,,DMSD-10,15,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMSD-10-15
"Faywon, Green Knowledge Silver","■ When you put this creature into the battle zone, you may tap one of your creatures. If you do, draw a card.
■ You may untap this creature to change your opponent's creatures attack to this creature or one of your tapped creatures.",Creature,Metallica,3,Light,1500,DMSD-10,10,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMSD-10-10
Just Labyrinth,"■ Shield Trigger
■ You may tap any number of your creatures.
■ Draw a card for each of your tapped creatures.",Spell,,2,Light,,DMSD-10,12,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMSD-10-12
"Rudolgo, Strange Stone","■ Shield Trigger
■ When you put this creature into the battle zone, for each of your creatures in the battle zone, choose one of your opponent's creatures and tap it.",Creature,Metallica,7,Light,2000,DMSD-10,8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMSD-10-8
"Levoix, Blue Defense Silver","■ Shield Trigger
■ When you put this creature into the battle zone, you may tap one of your creatures. If you do, choose one of your opponent's creatures and tap it.
■ You may untap this creature to change your opponent's creature's attack to this creature or one of your tapped creatures.",Creature,Metallica,5,Light,3000,DMSD-10,9,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMSD-10-9
